Site,Animal,Population,Death,Status
Dabob,1064,S,4,1
Dabob,1065,S,4,1
Dabob,1066,S,4,1
Dabob,1067,S,4,1
Dabob,1068,S,4,1
Dabob,1069,S,4,1
Dabob,1070,S,4,1
Dabob,1071,S,4,1
Dabob,1072,S,4,1
Dabob,1073,S,4,1
Dabob,1074,S,4,1
Dabob,1075,S,4,1
Dabob,1076,S,4,1
Dabob,1077,S,4,1
Dabob,1078,S,4,1
Dabob,1079,S,4,1
Dabob,1080,S,4,1
Dabob,1081,S,4,1
Dabob,1082,S,4,1
Dabob,1083,S,4,1
Dabob,1084,S,4,1
Dabob,1085,S,4,1
Dabob,1086,S,4,1
Dabob,1087,S,4,1
Dabob,1088,S,4,1
Dabob,1089,S,4,1
Dabob,1090,S,4,1
Dabob,1091,S,4,1
Dabob,1092,S,4,1
Dabob,1093,S,4,1
Dabob,1094,S,4,1
Dabob,1095,S,4,1
Dabob,1096,S,4,1
Dabob,1097,S,4,1
Dabob,1098,S,4,1
Dabob,1099,S,4,1
Dabob,1100,S,4,1
Dabob,1101,S,4,1
Dabob,1102,S,4,1
Dabob,1103,S,4,1
Dabob,1104,S,4,1
Dabob,1105,S,4,1
Dabob,1106,S,4,1
Dabob,1107,S,4,1
Dabob,1108,S,4,1
Dabob,1109,S,4,1
Dabob,1110,S,4,1
Dabob,1111,S,4,1
Dabob,1112,S,4,1
Dabob,1113,S,4,1
Dabob,1114,S,4,1
Dabob,1115,S,4,1
Dabob,1116,S,4,1
Dabob,1117,S,4,1
Dabob,1118,S,4,1
Dabob,1119,S,4,1
Dabob,1120,S,4,1
Dabob,1121,S,4,1
Dabob,1122,S,4,1
Dabob,1123,S,4,1
Dabob,1124,S,4,1
Dabob,1125,S,4,1
Dabob,1126,S,4,1
Dabob,1127,S,4,1
Dabob,1128,S,4,1
Dabob,1129,S,4,1
Dabob,1130,S,4,1
Dabob,1131,S,4,1
Dabob,1132,S,4,1
Dabob,1133,S,4,1
Dabob,1134,S,4,1
Dabob,1135,S,4,1
Dabob,1136,S,4,1
Dabob,1137,S,4,1
Dabob,1138,S,4,1
Dabob,1139,S,4,1
Dabob,1140,S,4,1
Dabob,1141,S,4,0
Dabob,1142,S,4,0
Dabob,1143,S,4,0
Dabob,1144,S,4,0
Dabob,1145,S,4,0
Dabob,1146,S,4,0
Dabob,1147,S,4,0
Dabob,1148,S,4,0
Dabob,1149,S,4,0
Dabob,1150,S,4,0
Dabob,1151,S,4,0
Dabob,1152,S,4,0
Dabob,1153,S,4,0
Dabob,1154,S,4,0
Dabob,1155,S,4,0
Dabob,1156,S,4,0
Dabob,1157,S,4,0
Dabob,1158,S,4,0
Dabob,1159,S,4,0
Dabob,1160,S,4,0
Dabob,1161,S,4,0
Dabob,1162,S,4,0
Dabob,1163,S,4,0
Dabob,1164,S,4,0
Dabob,1165,S,4,0
Dabob,1166,S,4,0
Dabob,1167,S,4,0
Dabob,1168,S,4,0
Dabob,1169,S,4,0
Dabob,1170,S,4,0
Dabob,1171,S,4,0
Dabob,1172,S,4,0
Dabob,1173,S,4,0
Dabob,1174,S,4,0
Dabob,1175,S,4,0
Dabob,1176,S,4,0
Dabob,1177,S,4,0
Dabob,1178,S,4,0
Dabob,1179,S,4,0
Dabob,1180,S,4,0
Dabob,1181,S,4,0
Dabob,1182,S,4,0
Dabob,1183,S,4,0
Dabob,1184,S,4,0
Dabob,1185,S,4,0
Dabob,1186,S,4,0
Dabob,1187,S,4,0
Dabob,1188,S,4,0
Dabob,1189,S,4,0
Dabob,1190,S,4,0
Dabob,1191,S,4,0
Dabob,1192,S,5,1
Dabob,1193,S,5,1
Dabob,1194,S,5,1
Dabob,1195,S,5,1
Dabob,1196,S,5,1
Dabob,1197,S,5,1
Dabob,1198,S,5,1
Dabob,1199,S,5,1
Dabob,1200,S,5,1
Dabob,1201,S,5,1
Dabob,1202,S,5,1
Dabob,1203,S,5,1
Dabob,1204,S,5,1
Dabob,1205,S,5,1
Dabob,1206,S,5,1
Dabob,1207,S,5,1
Dabob,1208,S,5,1
Dabob,1209,S,5,1
Dabob,1210,S,5,1
Dabob,1211,S,5,1
Dabob,1212,S,5,1
Dabob,1213,S,5,1
Dabob,1214,S,5,1
Dabob,1215,S,5,1
Dabob,1216,S,5,1
Dabob,1217,S,5,1
Dabob,1218,S,5,1
Dabob,1219,S,5,1
Dabob,1220,S,5,1
Dabob,1221,S,5,1
Dabob,1222,S,5,1
Dabob,1223,S,5,1
Dabob,1224,S,5,1
Dabob,1225,S,5,1
Dabob,1226,S,5,1
Dabob,1227,S,5,1
Dabob,1228,S,5,1
Dabob,1229,S,5,1
Dabob,1230,S,5,1
Dabob,1231,S,5,1
Dabob,1232,S,5,1
Dabob,1233,S,5,1
Dabob,1234,S,5,1
Dabob,1235,S,5,1
Dabob,1236,S,5,1
Dabob,1237,S,5,1
Dabob,1238,S,5,1
Dabob,1239,S,5,1
Dabob,1240,S,5,1
Dabob,1241,S,5,1
Dabob,1242,S,5,1
Dabob,1243,S,5,1
Dabob,1244,S,5,1
Dabob,1245,S,5,1
Dabob,1246,S,5,1
Dabob,1247,S,5,1
Dabob,1248,S,5,1
Dabob,1249,S,5,1
Dabob,1250,S,5,1
Dabob,1251,S,5,1
Dabob,1252,S,5,1
Dabob,1253,S,5,1
Dabob,1254,S,5,1
Dabob,1255,S,5,1
Dabob,1256,S,5,1
Dabob,1257,S,5,1
Dabob,1258,S,5,1
Dabob,1259,S,5,1
Dabob,1260,S,5,1
Dabob,1261,S,5,1
Dabob,1262,S,5,1
Dabob,1263,S,5,0
Dabob,1264,S,5,0
Dabob,1265,S,5,0
Dabob,1266,S,5,0
Dabob,1267,S,5,0
Dabob,1268,S,5,0
Dabob,1269,S,5,0
Dabob,1270,S,5,0
Dabob,1271,S,5,0
Dabob,1272,S,5,0
Dabob,1273,S,5,0
Dabob,1274,S,5,0
Dabob,1275,S,5,0
Dabob,1276,S,5,0
Dabob,1277,S,5,0
Dabob,1278,S,5,0
Dabob,1279,S,5,0
Dabob,1280,S,5,0
Dabob,1281,S,5,0
Dabob,1282,S,5,0
Dabob,1283,S,5,0
Dabob,1284,S,5,0
Dabob,1285,S,5,0
Dabob,1286,S,5,0
Dabob,1287,S,5,0
Dabob,1288,S,5,0
Dabob,1289,S,5,0
Dabob,1290,S,5,0
Dabob,1291,S,5,0
Dabob,1292,S,5,0
Dabob,1293,S,5,0
Dabob,1294,S,5,0
Dabob,1295,S,5,0
Dabob,1296,S,5,0
Dabob,1297,S,8,1
Dabob,1298,S,8,1
Dabob,1299,S,8,1
Dabob,1300,S,8,1
Dabob,1301,S,8,1
Dabob,1302,S,8,1
Dabob,1303,S,8,1
Dabob,1304,S,8,1
Dabob,1305,S,8,1
Dabob,1306,S,8,1
Dabob,1307,S,8,1
Dabob,1308,S,8,1
Dabob,1309,S,8,1
Dabob,1310,S,8,1
Dabob,1311,S,8,1
Dabob,1312,S,8,1
Dabob,1313,S,8,1
Dabob,1314,S,8,1
Dabob,1315,S,8,1
Dabob,1316,S,8,1
Dabob,1317,S,8,1
Dabob,1318,S,8,1
Dabob,1319,S,8,1
Dabob,1320,S,8,1
Dabob,1321,S,8,1
Dabob,1322,S,8,1
Dabob,1323,S,8,1
Dabob,1324,S,8,1
Dabob,1325,S,8,1
Dabob,1326,S,8,1
Dabob,1327,S,8,1
Dabob,1328,S,8,1
Dabob,1329,S,8,1
Dabob,1330,S,8,0
Dabob,1331,S,8,0
Dabob,1332,S,8,0
Dabob,1333,S,8,0
Dabob,1334,S,8,0
Dabob,1335,S,8,0
Dabob,1336,S,8,0
Dabob,1337,S,8,0
Dabob,1338,S,8,0
Dabob,1339,S,8,0
Dabob,1340,S,8,0
Dabob,1341,S,8,0
Dabob,1342,S,8,0
Dabob,1343,S,8,0
Dabob,1344,S,8,0
Dabob,1345,S,8,0
Dabob,1346,S,8,0
Dabob,1347,S,8,0
Dabob,1348,S,8,0
Dabob,1349,S,8,0
Dabob,1350,S,8,0
Dabob,1351,S,8,0
Dabob,1352,S,8,0
Dabob,1353,S,8,0
Dabob,1354,S,8,0
Dabob,1355,S,8,0
Dabob,1356,S,8,0
Dabob,1357,S,8,0
Dabob,1358,S,8,0
Dabob,1359,S,8,0
Dabob,1360,S,8,0
Dabob,1361,S,8,0
Dabob,1362,S,8,0
Dabob,1363,S,8,0
Dabob,1364,S,8,0
Dabob,1365,S,8,0
Dabob,1366,S,8,0
Dabob,1367,S,8,0
Dabob,1368,S,8,0
Dabob,1369,S,8,0
Dabob,1370,S,8,0
Dabob,1371,S,8,0
Dabob,1372,S,8,0
Dabob,1373,S,8,0
Dabob,1374,S,8,0
Dabob,1375,S,8,0
Dabob,1376,S,8,0
Dabob,1377,S,8,0
Dabob,1378,S,8,0
Dabob,1379,S,8,0
Dabob,1380,S,8,0
Dabob,1381,S,8,0
Dabob,1382,S,8,0
Dabob,1383,S,8,0
Dabob,1384,S,8,0
Dabob,1385,S,8,0
Dabob,1386,S,8,0
Dabob,1387,S,8,0
Dabob,1388,S,8,0
Dabob,1389,S,8,0
Dabob,1390,S,8,0
Dabob,1391,S,8,0
Dabob,1392,S,8,0
Dabob,1393,S,8,0
Dabob,1394,S,8,0
Dabob,1395,S,8,0
Dabob,1396,S,8,0
Dabob,1397,S,8,0
Dabob,1398,S,8,0
Dabob,1399,S,8,0
Dabob,1400,S,8,0
Dabob,1401,S,8,0
Dabob,1402,S,8,0
Dabob,1403,S,8,0
Dabob,1404,S,8,0
Dabob,1405,S,8,0
Dabob,1406,S,8,0
Dabob,1407,S,8,0
Dabob,1408,S,8,0
Dabob,1409,S,8,0
Dabob,1410,S,8,0
Dabob,1411,S,8,0
Dabob,1412,S,8,0
Dabob,1413,S,8,0
Dabob,1414,S,8,0
Dabob,1415,S,8,0
Dabob,1416,S,8,0
Dabob,1417,S,8,0
Dabob,1418,S,8,0
Dabob,1419,S,8,0
Dabob,1420,S,8,0
Dabob,1421,S,8,0
Dabob,1422,S,8,0
Dabob,1423,S,8,0
Dabob,1424,S,8,0
Dabob,1425,S,8,0
Dabob,1426,S,8,0
Dabob,1427,S,8,0
Dabob,1428,S,8,0
Dabob,1429,S,8,0
Dabob,1430,S,8,0
Dabob,1431,S,8,0
Dabob,1432,S,8,0
Dabob,1433,S,8,0
Dabob,1434,S,8,0
Dabob,1435,S,8,0
Dabob,1436,S,8,0
Dabob,1437,S,8,0
Dabob,1438,S,8,0
Dabob,1439,S,8,0
Dabob,1440,S,8,0
Fidalgo,1,N,4,1
Fidalgo,2,N,4,1
Fidalgo,3,N,4,1
Fidalgo,4,N,4,1
Fidalgo,5,N,4,1
Fidalgo,6,N,4,1
Fidalgo,7,N,4,1
Fidalgo,8,N,4,1
Fidalgo,9,N,4,1
Fidalgo,10,N,4,1
Fidalgo,11,N,4,1
Fidalgo,12,N,4,1
Fidalgo,13,N,4,1
Fidalgo,14,N,4,1
Fidalgo,15,N,4,1
Fidalgo,16,N,4,1
Fidalgo,17,N,4,1
Fidalgo,18,N,4,1
Fidalgo,19,N,4,0
Fidalgo,20,N,4,0
Fidalgo,21,N,4,0
Fidalgo,22,N,4,0
Fidalgo,23,N,4,0
Fidalgo,24,N,4,0
Fidalgo,25,N,4,0
Fidalgo,26,N,4,0
Fidalgo,27,N,4,0
Fidalgo,28,N,4,0
Fidalgo,29,N,4,0
Fidalgo,30,N,4,0
Fidalgo,31,N,4,0
Fidalgo,32,N,4,0
Fidalgo,33,N,4,0
Fidalgo,34,N,4,0
Fidalgo,35,N,4,0
Fidalgo,36,N,4,0
Fidalgo,37,N,4,0
Fidalgo,38,N,4,0
Fidalgo,39,N,4,0
Fidalgo,40,N,4,0
Fidalgo,41,N,4,0
Fidalgo,42,N,4,0
Fidalgo,43,N,4,0
Fidalgo,44,N,4,0
Fidalgo,45,N,4,0
Fidalgo,46,N,4,0
Fidalgo,47,N,4,0
Fidalgo,48,N,4,0
Fidalgo,49,N,4,0
Fidalgo,50,N,4,0
Fidalgo,51,N,6,1
Fidalgo,52,N,6,1
Fidalgo,53,N,6,1
Fidalgo,54,N,6,1
Fidalgo,55,N,6,1
Fidalgo,56,N,6,1
Fidalgo,57,N,6,1
Fidalgo,58,N,6,1
Fidalgo,59,N,6,1
Fidalgo,60,N,6,1
Fidalgo,61,N,6,1
Fidalgo,62,N,6,1
Fidalgo,63,N,6,1
Fidalgo,64,N,6,1
Fidalgo,65,N,6,1
Fidalgo,66,N,6,1
Fidalgo,67,N,6,1
Fidalgo,68,N,6,1
Fidalgo,69,N,6,1
Fidalgo,70,N,6,1
Fidalgo,71,N,6,1
Fidalgo,72,N,6,1
Fidalgo,73,N,6,1
Fidalgo,74,N,6,1
Fidalgo,75,N,6,1
Fidalgo,76,N,6,1
Fidalgo,77,N,6,1
Fidalgo,78,N,6,1
Fidalgo,79,N,6,1
Fidalgo,80,N,6,1
Fidalgo,81,N,6,1
Fidalgo,82,N,6,1
Fidalgo,83,N,6,1
Fidalgo,84,N,6,1
Fidalgo,85,N,6,1
Fidalgo,86,N,6,1
Fidalgo,87,N,9,1
Fidalgo,88,N,9,1
Fidalgo,89,N,9,1
Fidalgo,90,N,9,1
Fidalgo,91,N,9,1
Fidalgo,92,N,9,1
Fidalgo,93,N,9,1
Fidalgo,94,N,11,0
Fidalgo,95,N,11,0
Fidalgo,96,N,11,0
Fidalgo,97,N,11,0
Fidalgo,98,N,11,0
Fidalgo,99,N,11,0
Fidalgo,100,N,11,0
Fidalgo,101,N,11,0
Fidalgo,102,N,11,0
Fidalgo,103,N,11,0
Fidalgo,104,N,11,0
Fidalgo,105,N,11,0
Fidalgo,106,N,11,0
Fidalgo,107,N,11,0
Fidalgo,108,N,11,0
Fidalgo,109,N,11,0
Fidalgo,110,N,11,0
Fidalgo,111,N,11,0
Fidalgo,112,N,11,0
Fidalgo,113,N,11,0
Fidalgo,114,N,11,0
Fidalgo,115,N,11,0
Fidalgo,116,N,11,0
Fidalgo,117,N,11,0
Fidalgo,118,N,11,0
Fidalgo,119,N,11,0
Fidalgo,120,N,11,0
Fidalgo,121,N,11,0
Fidalgo,122,N,11,0
Fidalgo,123,N,11,0
Fidalgo,124,N,11,0
Fidalgo,125,N,11,0
Fidalgo,126,N,11,0
Fidalgo,127,N,11,0
Fidalgo,128,N,11,0
Fidalgo,129,N,11,0
Fidalgo,130,N,11,0
Fidalgo,131,N,11,0
Fidalgo,132,N,11,0
Fidalgo,133,N,11,0
Fidalgo,134,N,11,0
Fidalgo,135,N,11,0
Fidalgo,136,N,11,0
Fidalgo,137,N,11,0
Fidalgo,138,N,11,0
Fidalgo,139,N,11,0
Fidalgo,140,N,11,0
Fidalgo,141,N,11,0
Fidalgo,142,N,11,0
Fidalgo,143,N,11,0
Fidalgo,144,N,11,0
Fidalgo,145,N,11,0
Fidalgo,146,N,11,0
Fidalgo,147,N,11,0
Fidalgo,148,N,11,0
Fidalgo,149,N,11,0
Fidalgo,150,N,11,0
Fidalgo,151,N,11,0
Fidalgo,152,N,11,0
Fidalgo,153,N,11,0
Fidalgo,154,N,11,0
Fidalgo,155,N,11,0
Fidalgo,156,N,11,0
Fidalgo,157,N,11,0
Fidalgo,158,N,11,0
Fidalgo,159,N,11,0
Fidalgo,160,N,11,0
Fidalgo,161,N,11,0
Fidalgo,162,N,11,0
Fidalgo,163,N,11,0
Fidalgo,164,N,11,0
Fidalgo,165,N,11,0
Fidalgo,166,N,11,0
Fidalgo,167,N,11,0
Fidalgo,168,N,11,0
Fidalgo,169,N,11,0
Fidalgo,170,N,11,0
Fidalgo,171,N,11,0
Fidalgo,172,N,11,0
Fidalgo,173,N,11,0
Fidalgo,174,N,11,0
Fidalgo,175,N,11,0
Fidalgo,176,N,11,0
Fidalgo,177,N,11,0
Fidalgo,178,N,11,0
Fidalgo,179,N,11,0
Fidalgo,180,N,11,0
Fidalgo,181,N,11,0
Fidalgo,182,N,11,0
Fidalgo,183,N,11,0
Fidalgo,184,N,11,0
Fidalgo,185,N,11,0
Fidalgo,186,N,11,0
Fidalgo,187,N,11,0
Fidalgo,188,N,11,0
Fidalgo,189,N,11,0
Fidalgo,190,N,11,0
Fidalgo,191,N,11,0
Fidalgo,192,N,11,0
Fidalgo,193,N,11,0
Fidalgo,194,N,11,0
Fidalgo,195,N,11,0
Fidalgo,196,N,11,0
Fidalgo,197,N,11,0
Fidalgo,198,N,11,0
Fidalgo,199,N,11,0
Fidalgo,200,N,11,0
Fidalgo,201,N,11,0
Fidalgo,202,N,11,0
Fidalgo,203,N,11,0
Fidalgo,204,N,11,0
Fidalgo,205,N,11,0
Fidalgo,206,N,11,0
Fidalgo,207,N,11,0
Fidalgo,208,N,11,0
Fidalgo,209,N,11,0
Fidalgo,210,N,11,0
Fidalgo,211,N,11,0
Fidalgo,212,N,11,0
Fidalgo,213,N,11,0
Fidalgo,214,N,11,0
Fidalgo,215,N,11,0
Fidalgo,216,N,11,0
Fidalgo,217,N,11,0
Fidalgo,218,N,11,0
Fidalgo,219,N,11,0
Fidalgo,220,N,11,0
Fidalgo,221,N,11,0
Fidalgo,222,N,11,0
Fidalgo,223,N,11,0
Fidalgo,224,N,11,0
Fidalgo,225,N,11,0
Fidalgo,226,N,11,0
Fidalgo,227,N,11,0
Fidalgo,228,N,11,0
Fidalgo,229,N,11,0
Fidalgo,230,N,11,0
Fidalgo,231,N,11,0
Fidalgo,232,N,11,0
Fidalgo,233,N,11,0
Fidalgo,234,N,11,0
Fidalgo,235,N,11,0
Fidalgo,236,N,11,0
Fidalgo,237,N,11,0
Fidalgo,238,N,11,0
Fidalgo,239,N,11,0
Fidalgo,240,N,11,0
Fidalgo,241,N,11,0
Fidalgo,242,N,11,0
Fidalgo,243,N,11,0
Fidalgo,244,N,11,0
Fidalgo,245,N,11,0
Fidalgo,246,N,11,0
Fidalgo,247,N,11,0
Fidalgo,248,N,11,0
Fidalgo,249,N,11,0
Fidalgo,250,N,11,0
Fidalgo,251,N,11,0
Fidalgo,252,N,11,0
Fidalgo,253,N,11,0
Fidalgo,254,N,11,0
Fidalgo,255,N,11,0
Fidalgo,256,N,11,0
Fidalgo,257,N,11,0
Fidalgo,258,N,11,0
Fidalgo,259,N,11,0
Fidalgo,260,N,11,0
Fidalgo,261,N,11,0
Fidalgo,262,N,11,0
Fidalgo,263,N,11,0
Fidalgo,264,N,11,0
Fidalgo,265,N,11,0
Fidalgo,266,N,11,0
Fidalgo,267,N,11,0
Fidalgo,268,N,11,0
Fidalgo,269,N,11,0
Fidalgo,270,N,11,0
Fidalgo,271,N,11,0
Fidalgo,272,N,11,0
Fidalgo,273,N,11,0
Fidalgo,274,N,11,0
Fidalgo,275,N,11,0
Fidalgo,276,N,11,0
Fidalgo,277,N,11,0
Fidalgo,278,N,11,0
Fidalgo,279,N,11,0
Fidalgo,280,N,11,0
Fidalgo,281,N,11,0
Fidalgo,282,N,11,0
Fidalgo,283,N,11,0
Fidalgo,284,N,11,0
Fidalgo,285,N,11,0
Fidalgo,286,N,11,0
Fidalgo,287,N,11,0
Fidalgo,288,N,11,0
Fidalgo,289,N,11,0
Fidalgo,290,N,11,0
Fidalgo,291,N,11,0
Fidalgo,292,N,11,0
Fidalgo,293,N,11,0
Fidalgo,294,N,11,0
Fidalgo,295,N,11,0
Fidalgo,296,N,11,0
Fidalgo,297,N,11,0
Fidalgo,298,N,11,0
Fidalgo,299,N,11,0
Fidalgo,300,N,11,0
Fidalgo,301,N,11,0
Fidalgo,302,N,11,0
Fidalgo,303,N,11,0
Fidalgo,304,N,11,0
Fidalgo,305,N,11,0
Fidalgo,306,N,11,0
Fidalgo,307,N,11,0
Fidalgo,308,N,11,0
Fidalgo,309,N,11,0
Fidalgo,310,N,11,0
Fidalgo,311,N,11,0
Fidalgo,312,N,11,0
Fidalgo,313,N,11,0
Fidalgo,314,N,11,0
Fidalgo,315,N,11,0
Fidalgo,316,N,11,0
Fidalgo,317,N,11,0
Fidalgo,318,N,11,0
Fidalgo,319,N,11,0
Fidalgo,320,N,11,0
Fidalgo,321,N,11,0
Fidalgo,322,N,11,0
Fidalgo,323,N,11,0
Fidalgo,324,N,11,0
Fidalgo,325,N,11,0
Fidalgo,326,N,11,0
Fidalgo,327,N,11,0
Fidalgo,328,N,11,0
Fidalgo,329,N,11,0
Fidalgo,330,N,11,0
Fidalgo,331,N,11,0
Fidalgo,332,N,11,0
Fidalgo,333,N,11,0
Fidalgo,334,N,11,0
Fidalgo,335,N,11,0
Fidalgo,336,N,11,0
Fidalgo,337,N,11,0
Fidalgo,338,N,11,0
Fidalgo,339,N,11,0
Fidalgo,340,N,11,0
Fidalgo,341,N,11,0
Fidalgo,342,N,11,0
Fidalgo,343,N,11,0
Fidalgo,344,N,11,0
Fidalgo,345,N,11,0
Fidalgo,346,N,11,0
Fidalgo,347,N,11,0
Fidalgo,348,N,11,0
Fidalgo,349,N,11,0
Fidalgo,350,N,11,0
Fidalgo,351,N,11,0
Fidalgo,352,N,11,0
Fidalgo,353,N,11,0
Fidalgo,354,N,11,0
Fidalgo,355,N,11,0
Fidalgo,356,N,11,0
Fidalgo,357,N,11,0
Fidalgo,358,N,11,0
Fidalgo,359,N,11,0
Fidalgo,360,N,11,0
Fidalgo,361,N,11,0
Fidalgo,362,N,11,0
Fidalgo,363,N,11,0
Fidalgo,364,N,11,0
Fidalgo,365,N,11,0
Fidalgo,366,N,11,0
Fidalgo,367,N,11,0
Fidalgo,368,N,11,0
Fidalgo,369,N,11,0
Fidalgo,370,N,11,0
Fidalgo,371,N,11,0
Fidalgo,372,N,11,0
Fidalgo,373,N,11,0
Fidalgo,374,N,11,0
Fidalgo,375,N,11,0
Fidalgo,376,N,11,0
Fidalgo,377,N,11,0
Fidalgo,378,N,11,0
Fidalgo,379,N,11,0
Fidalgo,380,N,11,0
Fidalgo,381,N,11,0
Fidalgo,382,N,11,0
Fidalgo,383,N,11,0
Fidalgo,384,N,11,0
Fidalgo,385,N,11,0
Fidalgo,386,N,11,0
Fidalgo,387,N,11,0
Fidalgo,388,N,11,0
Fidalgo,389,N,11,0
Fidalgo,390,N,11,0
Fidalgo,391,N,11,0
Fidalgo,392,N,11,0
Fidalgo,393,N,11,0
Fidalgo,394,N,11,0
Fidalgo,395,N,11,0
Fidalgo,396,N,11,0
Fidalgo,397,N,11,0
Fidalgo,398,N,11,0
Fidalgo,399,N,11,0
Fidalgo,400,N,11,0
Fidalgo,401,N,11,0
Fidalgo,402,N,11,0
Fidalgo,403,N,11,0
Fidalgo,404,N,11,0
Fidalgo,405,N,11,0
Fidalgo,406,N,11,0
Fidalgo,407,N,11,0
Fidalgo,408,N,11,0
Fidalgo,409,N,11,0
Fidalgo,410,N,11,0
Fidalgo,411,N,11,0
Fidalgo,412,N,11,0
Fidalgo,413,N,11,0
Fidalgo,414,N,11,0
Fidalgo,415,N,11,0
Fidalgo,416,N,11,0
Fidalgo,417,N,11,0
Fidalgo,418,N,11,0
Fidalgo,419,N,11,0
Fidalgo,420,N,11,0
Fidalgo,421,N,11,0
Fidalgo,422,N,11,0
Fidalgo,423,N,11,0
Fidalgo,424,N,11,0
Fidalgo,425,N,11,0
Fidalgo,426,N,11,0
Fidalgo,427,N,11,0
Fidalgo,428,N,11,0
Fidalgo,429,N,11,0
Fidalgo,430,N,11,0
Fidalgo,431,N,11,0
Fidalgo,432,N,11,0
Fidalgo,433,N,11,0
Fidalgo,434,N,11,0
Fidalgo,435,N,11,0
Fidalgo,436,N,11,0
Fidalgo,437,N,11,0
Fidalgo,438,N,11,0
Fidalgo,439,N,11,0
Fidalgo,440,N,11,0
Fidalgo,441,N,11,0
Fidalgo,442,N,11,0
Fidalgo,443,N,11,0
Fidalgo,444,N,11,0
Fidalgo,445,N,11,0
Fidalgo,446,N,11,0
Fidalgo,447,N,11,0
Fidalgo,448,N,11,0
Fidalgo,449,N,11,0
Fidalgo,450,N,11,0
Fidalgo,451,N,11,0
Fidalgo,452,N,11,0
Fidalgo,453,N,11,0
Fidalgo,454,N,11,0
Fidalgo,455,N,11,0
Fidalgo,456,N,11,0
Fidalgo,457,N,11,0
Fidalgo,458,N,11,0
Fidalgo,459,N,11,0
Fidalgo,460,N,11,0
Fidalgo,461,N,11,0
Fidalgo,462,N,11,0
Fidalgo,463,N,11,0
Fidalgo,464,N,11,0
Fidalgo,465,N,11,0
Fidalgo,466,N,11,0
Fidalgo,467,N,11,0
Fidalgo,468,N,11,0
Fidalgo,469,N,11,0
Fidalgo,470,N,11,0
Fidalgo,471,N,11,0
Fidalgo,472,N,11,0
Fidalgo,473,N,11,0
Fidalgo,474,N,11,0
Fidalgo,475,N,11,0
Fidalgo,476,N,11,0
Fidalgo,477,N,11,0
Fidalgo,478,N,11,0
Fidalgo,479,N,11,0
Fidalgo,480,N,11,0
Fidalgo,481,H,4,1
Fidalgo,482,H,4,1
Fidalgo,483,H,4,1
Fidalgo,484,H,4,1
Fidalgo,485,H,4,1
Fidalgo,486,H,4,1
Fidalgo,487,H,4,1
Fidalgo,488,H,4,1
Fidalgo,489,H,4,1
Fidalgo,490,H,4,1
Fidalgo,491,H,4,1
Fidalgo,492,H,4,1
Fidalgo,493,H,4,1
Fidalgo,494,H,4,1
Fidalgo,495,H,4,1
Fidalgo,496,H,4,1
Fidalgo,497,H,4,1
Fidalgo,498,H,4,1
Fidalgo,499,H,4,1
Fidalgo,500,H,4,1
Fidalgo,501,H,4,1
Fidalgo,502,H,4,0
Fidalgo,503,H,4,0
Fidalgo,504,H,4,0
Fidalgo,505,H,4,0
Fidalgo,506,H,4,0
Fidalgo,507,H,4,0
Fidalgo,508,H,4,0
Fidalgo,509,H,4,0
Fidalgo,510,H,4,0
Fidalgo,511,H,4,0
Fidalgo,512,H,4,0
Fidalgo,513,H,4,0
Fidalgo,514,H,4,0
Fidalgo,515,H,4,0
Fidalgo,516,H,4,0
Fidalgo,517,H,4,0
Fidalgo,518,H,4,0
Fidalgo,519,H,4,0
Fidalgo,520,H,4,0
Fidalgo,521,H,4,0
Fidalgo,522,H,4,0
Fidalgo,523,H,4,0
Fidalgo,524,H,4,0
Fidalgo,525,H,4,0
Fidalgo,526,H,4,0
Fidalgo,527,H,4,0
Fidalgo,528,H,4,0
Fidalgo,529,H,4,0
Fidalgo,530,H,4,0
Fidalgo,531,H,4,0
Fidalgo,532,H,4,0
Fidalgo,533,H,4,0
Fidalgo,534,H,4,0
Fidalgo,535,H,6,1
Fidalgo,536,H,6,1
Fidalgo,537,H,6,1
Fidalgo,538,H,6,1
Fidalgo,539,H,6,1
Fidalgo,540,H,6,1
Fidalgo,541,H,6,1
Fidalgo,542,H,6,1
Fidalgo,543,H,6,1
Fidalgo,544,H,6,1
Fidalgo,545,H,6,1
Fidalgo,546,H,6,1
Fidalgo,547,H,6,1
Fidalgo,548,H,6,1
Fidalgo,549,H,6,1
Fidalgo,550,H,6,1
Fidalgo,551,H,6,1
Fidalgo,552,H,6,1
Fidalgo,553,H,6,1
Fidalgo,554,H,6,1
Fidalgo,555,H,6,1
Fidalgo,556,H,6,1
Fidalgo,557,H,6,1
Fidalgo,558,H,6,1
Fidalgo,559,H,6,1
Fidalgo,560,H,6,1
Fidalgo,561,H,6,1
Fidalgo,562,H,6,1
Fidalgo,563,H,6,1
Fidalgo,564,H,6,1
Fidalgo,565,H,6,1
Fidalgo,566,H,6,1
Fidalgo,567,H,6,1
Fidalgo,568,H,6,1
Fidalgo,569,H,6,1
Fidalgo,570,H,6,1
Fidalgo,571,H,6,1
Fidalgo,572,H,6,1
Fidalgo,573,H,6,1
Fidalgo,574,H,6,1
Fidalgo,575,H,6,1
Fidalgo,576,H,6,1
Fidalgo,577,H,6,1
Fidalgo,578,H,9,1
Fidalgo,579,H,9,1
Fidalgo,580,H,9,1
