Site,Animal,Population,Death,Status
Fidalgo,581,H,9,1
Fidalgo,582,H,9,1
Fidalgo,583,H,9,1
Fidalgo,584,H,9,1
Fidalgo,585,H,9,1
Fidalgo,586,H,9,1
Fidalgo,587,H,9,1
Fidalgo,588,H,9,1
Fidalgo,589,H,9,1
Fidalgo,590,H,11,0
Fidalgo,591,H,11,0
Fidalgo,592,H,11,0
Fidalgo,593,H,11,0
Fidalgo,594,H,11,0
Fidalgo,595,H,11,0
Fidalgo,596,H,11,0
Fidalgo,597,H,11,0
Fidalgo,598,H,11,0
Fidalgo,599,H,11,0
Fidalgo,600,H,11,0
Fidalgo,601,H,11,0
Fidalgo,602,H,11,0
Fidalgo,603,H,11,0
Fidalgo,604,H,11,0
Fidalgo,605,H,11,0
Fidalgo,606,H,11,0
Fidalgo,607,H,11,0
Fidalgo,608,H,11,0
Fidalgo,609,H,11,0
Fidalgo,610,H,11,0
Fidalgo,611,H,11,0
Fidalgo,612,H,11,0
Fidalgo,613,H,11,0
Fidalgo,614,H,11,0
Fidalgo,615,H,11,0
Fidalgo,616,H,11,0
Fidalgo,617,H,11,0
Fidalgo,618,H,11,0
Fidalgo,619,H,11,0
Fidalgo,620,H,11,0
Fidalgo,621,H,11,0
Fidalgo,622,H,11,0
Fidalgo,623,H,11,0
Fidalgo,624,H,11,0
Fidalgo,625,H,11,0
Fidalgo,626,H,11,0
Fidalgo,627,H,11,0
Fidalgo,628,H,11,0
Fidalgo,629,H,11,0
Fidalgo,630,H,11,0
Fidalgo,631,H,11,0
Fidalgo,632,H,11,0
Fidalgo,633,H,11,0
Fidalgo,634,H,11,0
Fidalgo,635,H,11,0
Fidalgo,636,H,11,0
Fidalgo,637,H,11,0
Fidalgo,638,H,11,0
Fidalgo,639,H,11,0
Fidalgo,640,H,11,0
Fidalgo,641,H,11,0
Fidalgo,642,H,11,0
Fidalgo,643,H,11,0
Fidalgo,644,H,11,0
Fidalgo,645,H,11,0
Fidalgo,646,H,11,0
Fidalgo,647,H,11,0
Fidalgo,648,H,11,0
Fidalgo,649,H,11,0
Fidalgo,650,H,11,0
Fidalgo,651,H,11,0
Fidalgo,652,H,11,0
Fidalgo,653,H,11,0
Fidalgo,654,H,11,0
Fidalgo,655,H,11,0
Fidalgo,656,H,11,0
Fidalgo,657,H,11,0
Fidalgo,658,H,11,0
Fidalgo,659,H,11,0
Fidalgo,660,H,11,0
Fidalgo,661,H,11,0
Fidalgo,662,H,11,0
Fidalgo,663,H,11,0
Fidalgo,664,H,11,0
Fidalgo,665,H,11,0
Fidalgo,666,H,11,0
Fidalgo,667,H,11,0
Fidalgo,668,H,11,0
Fidalgo,669,H,11,0
Fidalgo,670,H,11,0
Fidalgo,671,H,11,0
Fidalgo,672,H,11,0
Fidalgo,673,H,11,0
Fidalgo,674,H,11,0
Fidalgo,675,H,11,0
Fidalgo,676,H,11,0
Fidalgo,677,H,11,0
Fidalgo,678,H,11,0
Fidalgo,679,H,11,0
Fidalgo,680,H,11,0
Fidalgo,681,H,11,0
Fidalgo,682,H,11,0
Fidalgo,683,H,11,0
Fidalgo,684,H,11,0
Fidalgo,685,H,11,0
Fidalgo,686,H,11,0
Fidalgo,687,H,11,0
Fidalgo,688,H,11,0
Fidalgo,689,H,11,0
Fidalgo,690,H,11,0
Fidalgo,691,H,11,0
Fidalgo,692,H,11,0
Fidalgo,693,H,11,0
Fidalgo,694,H,11,0
Fidalgo,695,H,11,0
Fidalgo,696,H,11,0
Fidalgo,697,H,11,0
Fidalgo,698,H,11,0
Fidalgo,699,H,11,0
Fidalgo,700,H,11,0
Fidalgo,701,H,11,0
Fidalgo,702,H,11,0
Fidalgo,703,H,11,0
Fidalgo,704,H,11,0
Fidalgo,705,H,11,0
Fidalgo,706,H,11,0
Fidalgo,707,H,11,0
Fidalgo,708,H,11,0
Fidalgo,709,H,11,0
Fidalgo,710,H,11,0
Fidalgo,711,H,11,0
Fidalgo,712,H,11,0
Fidalgo,713,H,11,0
Fidalgo,714,H,11,0
Fidalgo,715,H,11,0
Fidalgo,716,H,11,0
Fidalgo,717,H,11,0
Fidalgo,718,H,11,0
Fidalgo,719,H,11,0
Fidalgo,720,H,11,0
Fidalgo,721,H,11,0
Fidalgo,722,H,11,0
Fidalgo,723,H,11,0
Fidalgo,724,H,11,0
Fidalgo,725,H,11,0
Fidalgo,726,H,11,0
Fidalgo,727,H,11,0
Fidalgo,728,H,11,0
Fidalgo,729,H,11,0
Fidalgo,730,H,11,0
Fidalgo,731,H,11,0
Fidalgo,732,H,11,0
Fidalgo,733,H,11,0
Fidalgo,734,H,11,0
Fidalgo,735,H,11,0
Fidalgo,736,H,11,0
Fidalgo,737,H,11,0
Fidalgo,738,H,11,0
Fidalgo,739,H,11,0
Fidalgo,740,H,11,0
Fidalgo,741,H,11,0
Fidalgo,742,H,11,0
Fidalgo,743,H,11,0
Fidalgo,744,H,11,0
Fidalgo,745,H,11,0
Fidalgo,746,H,11,0
Fidalgo,747,H,11,0
Fidalgo,748,H,11,0
Fidalgo,749,H,11,0
Fidalgo,750,H,11,0
Fidalgo,751,H,11,0
Fidalgo,752,H,11,0
Fidalgo,753,H,11,0
Fidalgo,754,H,11,0
Fidalgo,755,H,11,0
Fidalgo,756,H,11,0
Fidalgo,757,H,11,0
Fidalgo,758,H,11,0
Fidalgo,759,H,11,0
Fidalgo,760,H,11,0
Fidalgo,761,H,11,0
Fidalgo,762,H,11,0
Fidalgo,763,H,11,0
Fidalgo,764,H,11,0
Fidalgo,765,H,11,0
Fidalgo,766,H,11,0
Fidalgo,767,H,11,0
Fidalgo,768,H,11,0
Fidalgo,769,H,11,0
Fidalgo,770,H,11,0
Fidalgo,771,H,11,0
Fidalgo,772,H,11,0
Fidalgo,773,H,11,0
Fidalgo,774,H,11,0
Fidalgo,775,H,11,0
Fidalgo,776,H,11,0
Fidalgo,777,H,11,0
Fidalgo,778,H,11,0
Fidalgo,779,H,11,0
Fidalgo,780,H,11,0
Fidalgo,781,H,11,0
Fidalgo,782,H,11,0
Fidalgo,783,H,11,0
Fidalgo,784,H,11,0
Fidalgo,785,H,11,0
Fidalgo,786,H,11,0
Fidalgo,787,H,11,0
Fidalgo,788,H,11,0
Fidalgo,789,H,11,0
Fidalgo,790,H,11,0
Fidalgo,791,H,11,0
Fidalgo,792,H,11,0
Fidalgo,793,H,11,0
Fidalgo,794,H,11,0
Fidalgo,795,H,11,0
Fidalgo,796,H,11,0
Fidalgo,797,H,11,0
Fidalgo,798,H,11,0
Fidalgo,799,H,11,0
Fidalgo,800,H,11,0
Fidalgo,801,H,11,0
Fidalgo,802,H,11,0
Fidalgo,803,H,11,0
Fidalgo,804,H,11,0
Fidalgo,805,H,11,0
Fidalgo,806,H,11,0
Fidalgo,807,H,11,0
Fidalgo,808,H,11,0
Fidalgo,809,H,11,0
Fidalgo,810,H,11,0
Fidalgo,811,H,11,0
Fidalgo,812,H,11,0
Fidalgo,813,H,11,0
Fidalgo,814,H,11,0
Fidalgo,815,H,11,0
Fidalgo,816,H,11,0
Fidalgo,817,H,11,0
Fidalgo,818,H,11,0
Fidalgo,819,H,11,0
Fidalgo,820,H,11,0
Fidalgo,821,H,11,0
Fidalgo,822,H,11,0
Fidalgo,823,H,11,0
Fidalgo,824,H,11,0
Fidalgo,825,H,11,0
Fidalgo,826,H,11,0
Fidalgo,827,H,11,0
Fidalgo,828,H,11,0
Fidalgo,829,H,11,0
Fidalgo,830,H,11,0
Fidalgo,831,H,11,0
Fidalgo,832,H,11,0
Fidalgo,833,H,11,0
Fidalgo,834,H,11,0
Fidalgo,835,H,11,0
Fidalgo,836,H,11,0
Fidalgo,837,H,11,0
Fidalgo,838,H,11,0
Fidalgo,839,H,11,0
Fidalgo,840,H,11,0
Fidalgo,841,H,11,0
Fidalgo,842,H,11,0
Fidalgo,843,H,11,0
Fidalgo,844,H,11,0
Fidalgo,845,H,11,0
Fidalgo,846,H,11,0
Fidalgo,847,H,11,0
Fidalgo,848,H,11,0
Fidalgo,849,H,11,0
Fidalgo,850,H,11,0
Fidalgo,851,H,11,0
Fidalgo,852,H,11,0
Fidalgo,853,H,11,0
Fidalgo,854,H,11,0
Fidalgo,855,H,11,0
Fidalgo,856,H,11,0
Fidalgo,857,H,11,0
Fidalgo,858,H,11,0
Fidalgo,859,H,11,0
Fidalgo,860,H,11,0
Fidalgo,861,H,11,0
Fidalgo,862,H,11,0
Fidalgo,863,H,11,0
Fidalgo,864,H,11,0
Fidalgo,865,H,11,0
Fidalgo,866,H,11,0
Fidalgo,867,H,11,0
Fidalgo,868,H,11,0
Fidalgo,869,H,11,0
Fidalgo,870,H,11,0
Fidalgo,871,H,11,0
Fidalgo,872,H,11,0
Fidalgo,873,H,11,0
Fidalgo,874,H,11,0
Fidalgo,875,H,11,0
Fidalgo,876,H,11,0
Fidalgo,877,H,11,0
Fidalgo,878,H,11,0
Fidalgo,879,H,11,0
Fidalgo,880,H,11,0
Fidalgo,881,H,11,0
Fidalgo,882,H,11,0
Fidalgo,883,H,11,0
Fidalgo,884,H,11,0
Fidalgo,885,H,11,0
Fidalgo,886,H,11,0
Fidalgo,887,H,11,0
Fidalgo,888,H,11,0
Fidalgo,889,H,11,0
Fidalgo,890,H,11,0
Fidalgo,891,H,11,0
Fidalgo,892,H,11,0
Fidalgo,893,H,11,0
Fidalgo,894,H,11,0
Fidalgo,895,H,11,0
Fidalgo,896,H,11,0
Fidalgo,897,H,11,0
Fidalgo,898,H,11,0
Fidalgo,899,H,11,0
Fidalgo,900,H,11,0
Fidalgo,901,H,11,0
Fidalgo,902,H,11,0
Fidalgo,903,H,11,0
Fidalgo,904,H,11,0
Fidalgo,905,H,11,0
Fidalgo,906,H,11,0
Fidalgo,907,H,11,0
Fidalgo,908,H,11,0
Fidalgo,909,H,11,0
Fidalgo,910,H,11,0
Fidalgo,911,H,11,0
Fidalgo,912,H,11,0
Fidalgo,913,H,11,0
Fidalgo,914,H,11,0
Fidalgo,915,H,11,0
Fidalgo,916,H,11,0
Fidalgo,917,H,11,0
Fidalgo,918,H,11,0
Fidalgo,919,H,11,0
Fidalgo,920,H,11,0
Fidalgo,921,H,11,0
Fidalgo,922,H,11,0
Fidalgo,923,H,11,0
Fidalgo,924,H,11,0
Fidalgo,925,H,11,0
Fidalgo,926,H,11,0
Fidalgo,927,H,11,0
Fidalgo,928,H,11,0
Fidalgo,929,H,11,0
Fidalgo,930,H,11,0
Fidalgo,931,H,11,0
Fidalgo,932,H,11,0
Fidalgo,933,H,11,0
Fidalgo,934,H,11,0
Fidalgo,935,H,11,0
Fidalgo,936,H,11,0
Fidalgo,937,H,11,0
Fidalgo,938,H,11,0
Fidalgo,939,H,11,0
Fidalgo,940,H,11,0
Fidalgo,941,H,11,0
Fidalgo,942,H,11,0
Fidalgo,943,H,11,0
Fidalgo,944,H,11,0
Fidalgo,945,H,11,0
Fidalgo,946,H,11,0
Fidalgo,947,H,11,0
Fidalgo,948,H,11,0
Fidalgo,949,H,11,0
Fidalgo,950,H,11,0
Fidalgo,951,H,11,0
Fidalgo,952,H,11,0
Fidalgo,953,H,11,0
Fidalgo,954,H,11,0
Fidalgo,955,H,11,0
Fidalgo,956,H,11,0
Fidalgo,957,H,11,0
Fidalgo,958,H,11,0
Fidalgo,959,H,11,0
Fidalgo,960,H,11,0
Fidalgo,961,S,4,1
Fidalgo,962,S,4,1
Fidalgo,963,S,4,1
Fidalgo,964,S,4,1
Fidalgo,965,S,4,1
Fidalgo,966,S,4,1
Fidalgo,967,S,4,1
Fidalgo,968,S,4,1
Fidalgo,969,S,4,1
Fidalgo,970,S,4,1
Fidalgo,971,S,4,1
Fidalgo,972,S,4,1
Fidalgo,973,S,4,1
Fidalgo,974,S,4,1
Fidalgo,975,S,4,1
Fidalgo,976,S,4,1
Fidalgo,977,S,4,0
Fidalgo,978,S,4,0
Fidalgo,979,S,4,0
Fidalgo,980,S,4,0
Fidalgo,981,S,4,0
Fidalgo,982,S,4,0
Fidalgo,983,S,4,0
Fidalgo,984,S,4,0
Fidalgo,985,S,4,0
Fidalgo,986,S,4,0
Fidalgo,987,S,4,0
Fidalgo,988,S,4,0
Fidalgo,989,S,4,0
Fidalgo,990,S,4,0
Fidalgo,991,S,4,0
Fidalgo,992,S,4,0
Fidalgo,993,S,4,0
Fidalgo,994,S,4,0
Fidalgo,995,S,4,0
Fidalgo,996,S,4,0
Fidalgo,997,S,4,0
Fidalgo,998,S,4,0
Fidalgo,999,S,4,0
Fidalgo,1000,S,4,0
Fidalgo,1001,S,4,0
Fidalgo,1002,S,4,0
Fidalgo,1003,S,4,0
Fidalgo,1004,S,4,0
Fidalgo,1005,S,4,0
Fidalgo,1006,S,4,0
Fidalgo,1007,S,4,0
Fidalgo,1008,S,4,0
Fidalgo,1009,S,4,0
Fidalgo,1010,S,6,1
Fidalgo,1011,S,6,1
Fidalgo,1012,S,6,1
Fidalgo,1013,S,6,1
Fidalgo,1014,S,6,1
Fidalgo,1015,S,6,1
Fidalgo,1016,S,6,1
Fidalgo,1017,S,6,1
Fidalgo,1018,S,6,1
Fidalgo,1019,S,6,1
Fidalgo,1020,S,6,1
Fidalgo,1021,S,6,1
Fidalgo,1022,S,6,1
Fidalgo,1023,S,6,1
Fidalgo,1024,S,6,1
Fidalgo,1025,S,6,1
Fidalgo,1026,S,6,1
Fidalgo,1027,S,6,1
Fidalgo,1028,S,6,1
Fidalgo,1029,S,6,1
Fidalgo,1030,S,6,1
Fidalgo,1031,S,6,1
Fidalgo,1032,S,6,1
Fidalgo,1033,S,6,1
Fidalgo,1034,S,6,1
Fidalgo,1035,S,6,1
Fidalgo,1036,S,6,1
Fidalgo,1037,S,6,1
Fidalgo,1038,S,9,1
Fidalgo,1039,S,9,1
Fidalgo,1040,S,9,1
Fidalgo,1041,S,9,1
Fidalgo,1042,S,9,1
Fidalgo,1043,S,9,1
Fidalgo,1044,S,9,1
Fidalgo,1045,S,9,1
Fidalgo,1046,S,9,1
Fidalgo,1047,S,9,1
Fidalgo,1048,S,9,1
Fidalgo,1049,S,9,1
Fidalgo,1050,S,9,1
Fidalgo,1051,S,9,1
Fidalgo,1052,S,9,1
Fidalgo,1053,S,9,1
Fidalgo,1054,S,9,1
Fidalgo,1055,S,9,1
Fidalgo,1056,S,9,1
Fidalgo,1057,S,9,1
Fidalgo,1058,S,9,1
Fidalgo,1059,S,9,1
Fidalgo,1060,S,9,1
Fidalgo,1061,S,9,1
Fidalgo,1062,S,9,1
Fidalgo,1063,S,9,1
Fidalgo,1064,S,9,1
Fidalgo,1065,S,9,1
Fidalgo,1066,S,9,1
Fidalgo,1067,S,9,1
Fidalgo,1068,S,9,1
Fidalgo,1069,S,9,1
Fidalgo,1070,S,9,1
Fidalgo,1071,S,9,1
Fidalgo,1072,S,11,0
Fidalgo,1073,S,11,0
Fidalgo,1074,S,11,0
Fidalgo,1075,S,11,0
Fidalgo,1076,S,11,0
Fidalgo,1077,S,11,0
Fidalgo,1078,S,11,0
Fidalgo,1079,S,11,0
Fidalgo,1080,S,11,0
Fidalgo,1081,S,11,0
Fidalgo,1082,S,11,0
Fidalgo,1083,S,11,0
Fidalgo,1084,S,11,0
Fidalgo,1085,S,11,0
Fidalgo,1086,S,11,0
Fidalgo,1087,S,11,0
Fidalgo,1088,S,11,0
Fidalgo,1089,S,11,0
Fidalgo,1090,S,11,0
Fidalgo,1091,S,11,0
Fidalgo,1092,S,11,0
Fidalgo,1093,S,11,0
Fidalgo,1094,S,11,0
Fidalgo,1095,S,11,0
Fidalgo,1096,S,11,0
Fidalgo,1097,S,11,0
Fidalgo,1098,S,11,0
Fidalgo,1099,S,11,0
Fidalgo,1100,S,11,0
Fidalgo,1101,S,11,0
Fidalgo,1102,S,11,0
Fidalgo,1103,S,11,0
Fidalgo,1104,S,11,0
Fidalgo,1105,S,11,0
Fidalgo,1106,S,11,0
Fidalgo,1107,S,11,0
Fidalgo,1108,S,11,0
Fidalgo,1109,S,11,0
Fidalgo,1110,S,11,0
Fidalgo,1111,S,11,0
Fidalgo,1112,S,11,0
Fidalgo,1113,S,11,0
Fidalgo,1114,S,11,0
Fidalgo,1115,S,11,0
Fidalgo,1116,S,11,0
Fidalgo,1117,S,11,0
Fidalgo,1118,S,11,0
Fidalgo,1119,S,11,0
Fidalgo,1120,S,11,0
Fidalgo,1121,S,11,0
Fidalgo,1122,S,11,0
Fidalgo,1123,S,11,0
Fidalgo,1124,S,11,0
Fidalgo,1125,S,11,0
Fidalgo,1126,S,11,0
Fidalgo,1127,S,11,0
Fidalgo,1128,S,11,0
Fidalgo,1129,S,11,0
Fidalgo,1130,S,11,0
Fidalgo,1131,S,11,0
Fidalgo,1132,S,11,0
Fidalgo,1133,S,11,0
Fidalgo,1134,S,11,0
Fidalgo,1135,S,11,0
Fidalgo,1136,S,11,0
Fidalgo,1137,S,11,0
Fidalgo,1138,S,11,0
Fidalgo,1139,S,11,0
Fidalgo,1140,S,11,0
Fidalgo,1141,S,11,0
Fidalgo,1142,S,11,0
Fidalgo,1143,S,11,0
Fidalgo,1144,S,11,0
Fidalgo,1145,S,11,0
Fidalgo,1146,S,11,0
Fidalgo,1147,S,11,0
Fidalgo,1148,S,11,0
Fidalgo,1149,S,11,0
Fidalgo,1150,S,11,0
Fidalgo,1151,S,11,0
Fidalgo,1152,S,11,0
Fidalgo,1153,S,11,0
Fidalgo,1154,S,11,0
Fidalgo,1155,S,11,0
Fidalgo,1156,S,11,0
Fidalgo,1157,S,11,0
Fidalgo,1158,S,11,0
Fidalgo,1159,S,11,0
Fidalgo,1160,S,11,0
Fidalgo,1161,S,11,0
Fidalgo,1162,S,11,0
Fidalgo,1163,S,11,0
Fidalgo,1164,S,11,0
Fidalgo,1165,S,11,0
Fidalgo,1166,S,11,0
Fidalgo,1167,S,11,0
Fidalgo,1168,S,11,0
Fidalgo,1169,S,11,0
Fidalgo,1170,S,11,0
Fidalgo,1171,S,11,0
Fidalgo,1172,S,11,0
Fidalgo,1173,S,11,0
Fidalgo,1174,S,11,0
Fidalgo,1175,S,11,0
Fidalgo,1176,S,11,0
Fidalgo,1177,S,11,0
Fidalgo,1178,S,11,0
Fidalgo,1179,S,11,0
Fidalgo,1180,S,11,0
Fidalgo,1181,S,11,0
Fidalgo,1182,S,11,0
Fidalgo,1183,S,11,0
Fidalgo,1184,S,11,0
Fidalgo,1185,S,11,0
Fidalgo,1186,S,11,0
Fidalgo,1187,S,11,0
Fidalgo,1188,S,11,0
Fidalgo,1189,S,11,0
Fidalgo,1190,S,11,0
Fidalgo,1191,S,11,0
Fidalgo,1192,S,11,0
Fidalgo,1193,S,11,0
Fidalgo,1194,S,11,0
Fidalgo,1195,S,11,0
Fidalgo,1196,S,11,0
Fidalgo,1197,S,11,0
Fidalgo,1198,S,11,0
Fidalgo,1199,S,11,0
Fidalgo,1200,S,11,0
Fidalgo,1201,S,11,0
Fidalgo,1202,S,11,0
Fidalgo,1203,S,11,0
Fidalgo,1204,S,11,0
Fidalgo,1205,S,11,0
Fidalgo,1206,S,11,0
Fidalgo,1207,S,11,0
Fidalgo,1208,S,11,0
Fidalgo,1209,S,11,0
Fidalgo,1210,S,11,0
Fidalgo,1211,S,11,0
Fidalgo,1212,S,11,0
Fidalgo,1213,S,11,0
Fidalgo,1214,S,11,0
Fidalgo,1215,S,11,0
Fidalgo,1216,S,11,0
Fidalgo,1217,S,11,0
Fidalgo,1218,S,11,0
Fidalgo,1219,S,11,0
Fidalgo,1220,S,11,0
Fidalgo,1221,S,11,0
Fidalgo,1222,S,11,0
Fidalgo,1223,S,11,0
Fidalgo,1224,S,11,0
Fidalgo,1225,S,11,0
Fidalgo,1226,S,11,0
Fidalgo,1227,S,11,0
Fidalgo,1228,S,11,0
Fidalgo,1229,S,11,0
Fidalgo,1230,S,11,0
Fidalgo,1231,S,11,0
Fidalgo,1232,S,11,0
Fidalgo,1233,S,11,0
Fidalgo,1234,S,11,0
Fidalgo,1235,S,11,0
Fidalgo,1236,S,11,0
Fidalgo,1237,S,11,0
Fidalgo,1238,S,11,0
Fidalgo,1239,S,11,0
Fidalgo,1240,S,11,0
Fidalgo,1241,S,11,0
Fidalgo,1242,S,11,0
Fidalgo,1243,S,11,0
Fidalgo,1244,S,11,0
Fidalgo,1245,S,11,0
Fidalgo,1246,S,11,0
Fidalgo,1247,S,11,0
Fidalgo,1248,S,11,0
Fidalgo,1249,S,11,0
Fidalgo,1250,S,11,0
Fidalgo,1251,S,11,0
Fidalgo,1252,S,11,0
Fidalgo,1253,S,11,0
Fidalgo,1254,S,11,0
Fidalgo,1255,S,11,0
Fidalgo,1256,S,11,0
Fidalgo,1257,S,11,0
Fidalgo,1258,S,11,0
Fidalgo,1259,S,11,0
Fidalgo,1260,S,11,0
Fidalgo,1261,S,11,0
Fidalgo,1262,S,11,0
Fidalgo,1263,S,11,0
Fidalgo,1264,S,11,0
Fidalgo,1265,S,11,0
Fidalgo,1266,S,11,0
Fidalgo,1267,S,11,0
Fidalgo,1268,S,11,0
Fidalgo,1269,S,11,0
Fidalgo,1270,S,11,0
Fidalgo,1271,S,11,0
Fidalgo,1272,S,11,0
Fidalgo,1273,S,11,0
Fidalgo,1274,S,11,0
Fidalgo,1275,S,11,0
Fidalgo,1276,S,11,0
Fidalgo,1277,S,11,0
Fidalgo,1278,S,11,0
Fidalgo,1279,S,11,0
Fidalgo,1280,S,11,0
Fidalgo,1281,S,11,0
Fidalgo,1282,S,11,0
Fidalgo,1283,S,11,0
Fidalgo,1284,S,11,0
Fidalgo,1285,S,11,0
Fidalgo,1286,S,11,0
Fidalgo,1287,S,11,0
Fidalgo,1288,S,11,0
Fidalgo,1289,S,11,0
Fidalgo,1290,S,11,0
Fidalgo,1291,S,11,0
Fidalgo,1292,S,11,0
Fidalgo,1293,S,11,0
Fidalgo,1294,S,11,0
Fidalgo,1295,S,11,0
Fidalgo,1296,S,11,0
Fidalgo,1297,S,11,0
Fidalgo,1298,S,11,0
Fidalgo,1299,S,11,0
Fidalgo,1300,S,11,0
Fidalgo,1301,S,11,0
Fidalgo,1302,S,11,0
Fidalgo,1303,S,11,0
Fidalgo,1304,S,11,0
Fidalgo,1305,S,11,0
Fidalgo,1306,S,11,0
Fidalgo,1307,S,11,0
Fidalgo,1308,S,11,0
Fidalgo,1309,S,11,0
Fidalgo,1310,S,11,0
Fidalgo,1311,S,11,0
Fidalgo,1312,S,11,0
Fidalgo,1313,S,11,0
Fidalgo,1314,S,11,0
Fidalgo,1315,S,11,0
Fidalgo,1316,S,11,0
Fidalgo,1317,S,11,0
Fidalgo,1318,S,11,0
Fidalgo,1319,S,11,0
Fidalgo,1320,S,11,0
Fidalgo,1321,S,11,0
Fidalgo,1322,S,11,0
Fidalgo,1323,S,11,0
Fidalgo,1324,S,11,0
Fidalgo,1325,S,11,0
Fidalgo,1326,S,11,0
Fidalgo,1327,S,11,0
Fidalgo,1328,S,11,0
Fidalgo,1329,S,11,0
Fidalgo,1330,S,11,0
Fidalgo,1331,S,11,0
Fidalgo,1332,S,11,0
Fidalgo,1333,S,11,0
Fidalgo,1334,S,11,0
Fidalgo,1335,S,11,0
Fidalgo,1336,S,11,0
Fidalgo,1337,S,11,0
Fidalgo,1338,S,11,0
Fidalgo,1339,S,11,0
Fidalgo,1340,S,11,0
Fidalgo,1341,S,11,0
Fidalgo,1342,S,11,0
Fidalgo,1343,S,11,0
Fidalgo,1344,S,11,0
Fidalgo,1345,S,11,0
Fidalgo,1346,S,11,0
Fidalgo,1347,S,11,0
Fidalgo,1348,S,11,0
Fidalgo,1349,S,11,0
Fidalgo,1350,S,11,0
Fidalgo,1351,S,11,0
Fidalgo,1352,S,11,0
Fidalgo,1353,S,11,0
Fidalgo,1354,S,11,0
Fidalgo,1355,S,11,0
Fidalgo,1356,S,11,0
Fidalgo,1357,S,11,0
Fidalgo,1358,S,11,0
Fidalgo,1359,S,11,0
Fidalgo,1360,S,11,0
Fidalgo,1361,S,11,0
Fidalgo,1362,S,11,0
Fidalgo,1363,S,11,0
Fidalgo,1364,S,11,0
Fidalgo,1365,S,11,0
Fidalgo,1366,S,11,0
Fidalgo,1367,S,11,0
Fidalgo,1368,S,11,0
Fidalgo,1369,S,11,0
Fidalgo,1370,S,11,0
Fidalgo,1371,S,11,0
Fidalgo,1372,S,11,0
Fidalgo,1373,S,11,0
Fidalgo,1374,S,11,0
Fidalgo,1375,S,11,0
Fidalgo,1376,S,11,0
Fidalgo,1377,S,11,0
Fidalgo,1378,S,11,0
Fidalgo,1379,S,11,0
Fidalgo,1380,S,11,0
Fidalgo,1381,S,11,0
Fidalgo,1382,S,11,0
Fidalgo,1383,S,11,0
Fidalgo,1384,S,11,0
Fidalgo,1385,S,11,0
Fidalgo,1386,S,11,0
Fidalgo,1387,S,11,0
Fidalgo,1388,S,11,0
Fidalgo,1389,S,11,0
Fidalgo,1390,S,11,0
Fidalgo,1391,S,11,0
Fidalgo,1392,S,11,0
Fidalgo,1393,S,11,0
Fidalgo,1394,S,11,0
Fidalgo,1395,S,11,0
Fidalgo,1396,S,11,0
Fidalgo,1397,S,11,0
Fidalgo,1398,S,11,0
Fidalgo,1399,S,11,0
Fidalgo,1400,S,11,0
Fidalgo,1401,S,11,0
Fidalgo,1402,S,11,0
Fidalgo,1403,S,11,0
Fidalgo,1404,S,11,0
Fidalgo,1405,S,11,0
Fidalgo,1406,S,11,0
Fidalgo,1407,S,11,0
Fidalgo,1408,S,11,0
Fidalgo,1409,S,11,0
Fidalgo,1410,S,11,0
Fidalgo,1411,S,11,0
Fidalgo,1412,S,11,0
Fidalgo,1413,S,11,0
Fidalgo,1414,S,11,0
Fidalgo,1415,S,11,0
Fidalgo,1416,S,11,0
Fidalgo,1417,S,11,0
Fidalgo,1418,S,11,0
Fidalgo,1419,S,11,0
Fidalgo,1420,S,11,0
Fidalgo,1421,S,11,0
Fidalgo,1422,S,11,0
Fidalgo,1423,S,11,0
Fidalgo,1424,S,11,0
Fidalgo,1425,S,11,0
Fidalgo,1426,S,11,0
Fidalgo,1427,S,11,0
Fidalgo,1428,S,11,0
Fidalgo,1429,S,11,0
Fidalgo,1430,S,11,0
Fidalgo,1431,S,11,0
Fidalgo,1432,S,11,0
Fidalgo,1433,S,11,0
Fidalgo,1434,S,11,0
Fidalgo,1435,S,11,0
Fidalgo,1436,S,11,0
Fidalgo,1437,S,11,0
Fidalgo,1438,S,11,0
Fidalgo,1439,S,11,0
Fidalgo,1440,S,11,0
Manchester,1,N,4,1
Manchester,2,N,4,1
Manchester,3,N,4,1
Manchester,4,N,4,1
Manchester,5,N,4,1
Manchester,6,N,4,1
Manchester,7,N,4,1
Manchester,8,N,4,1
Manchester,9,N,4,1
Manchester,10,N,4,1
Manchester,11,N,4,1
Manchester,12,N,4,1
Manchester,13,N,4,1
Manchester,14,N,4,0
Manchester,15,N,4,0
Manchester,16,N,4,0
Manchester,17,N,4,0
Manchester,18,N,4,0
Manchester,19,N,4,0
Manchester,20,N,4,0
Manchester,21,N,4,0
Manchester,22,N,4,0
Manchester,23,N,4,0
Manchester,24,N,4,0
Manchester,25,N,4,0
Manchester,26,N,4,0
Manchester,27,N,4,0
Manchester,28,N,4,0
Manchester,29,N,4,0
Manchester,30,N,4,0
Manchester,31,N,4,0
Manchester,32,N,4,0
Manchester,33,N,4,0
Manchester,34,N,4,0
Manchester,35,N,4,0
Manchester,36,N,4,0
Manchester,37,N,4,0
Manchester,38,N,4,0
Manchester,39,N,4,0
Manchester,40,N,4,0
Manchester,41,N,4,0
Manchester,42,N,4,0
Manchester,43,N,4,0
Manchester,44,N,4,0
Manchester,45,N,4,0
Manchester,46,N,6,1
Manchester,47,N,6,1
Manchester,48,N,6,1
Manchester,49,N,6,1
